,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,П Р А Й С - Л И С Т ,,23.12.2014,,Цены указаны в рублях
,,,,,
,,НАИМЕНОВАНИЕ                                             ООО Дестен ПК                                  тел.+7(495) 970-00-07,Дост-ть в днях,Цена 1,Цена 2
,,001 Настольные ПК,,,
,184865,"Ноутбук Ultrabook DESTEN EasyBook X354 14"" i5-3317U/4Гб/240SSD/Wi-Fi+BT/Win7 HB",0,0,0
,184866,"Ноутбук Ultrabook DESTEN EasyBook X354 14"" i5-3317U/4Гб/240SSD/Wi-Fi+BT/Win7 HP",0,0,0
,184864,"Ноутбук Ultrabook DESTEN EasyBook X354 14"" i5-3317U/4Гб/120SSD/Wi-Fi+BT/Win7 Pro",0,0,0
,187614,"Ноутбук Ultrabook DESTEN EasyBook X354 14"" i5-3317U/4Гб/120SSD/Wi-Fi+BT/Win8 Pro",0,0,0
,184867,"Ноутбук Ultrabook DESTEN EasyBook X354 14"" i5-3317U/4Гб/240SSD/Wi-Fi+BT/Win7 Pro",0,0,0
,,"005 Серверы, СХД",,,
,211085,Сервер DESTEN Navigator SX404TBS E3-1220v3/4Гб/No HDD/2Glan/450Вт/no OS,0,"42117,6","40286,4"
,211086,Сервер DESTEN Navigator SX404TBT E3-1220v2/4Гб/No HDD/2Glan/365Вт/no OS,0,"52357,2","50080,8"
,211087,Сервер DESTEN Navigator DX108RGZ E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,"132470,8","126711,2"
,211093,Сервер DESTEN Navigator DX208RGZ E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,141358,135212
,172816,Сервер DESTEN Navigator SX404TBT,0,0,0
,174301,Сервер DESTEN Navigator SX104RBT,0,0,0
,182639,Сервер DESTEN Navigator DX408TCP,0,0,0
,184898,Сервер DESTEN Navigator DX224RGZ,0,0,0
,183657,Сервер DESTEN Navigator DX208RGZ,,0,0
,187704,Сервер DESTEN Navigator DX108RBB,0,0,0
,197465,Сервер DESTEN Navigator DX108RG,,"125827,52","121488,64"
,186398,Сервер DESTEN Navigator DX104RGZ,0,0,0
,187706,Сервер DESTEN Navigator DX212RGZ,,0,0
,211083,Сервер DESTEN Navigator DX408TCP E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,125258,119812
,211088,Сервер DESTEN Navigator DX108RBB E5-2403/8Гб/No HDD/4Glan/2x460Вт/no OS,0,"121136,4","115869,6"
,211089,Сервер DESTEN Navigator DX104RGZ E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,"132470,8","126711,2"
,211090,Сервер DESTEN Navigator SX104RBT E3-1220v2/4Гб/No HDD/2Glan/250Вт/no OS,0,"57187,2","54700,8"
,211091,Сервер DESTEN Navigator DX224RGZ E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,193522,185108
,211092,Сервер DESTEN Navigator DX212RGZ E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,"169178,8","161823,2"
,232986,Сервер DESTEN Navigator DX408RCP E5-2609v2/8Гб/No HDD/4Glan/2x750Вт/no OS,0,132020,126280
,232989,Сервер DESTEN Navigator SX404RBT E3-1220v3/4Гб/No HDD/2Glan/450Вт/no OS,0,"52228,4","49957,6"
,,"006 Компьютеры, моноблоки, серверы",,,
,,Настольные ПК,,,
,115823,"ПК XW4600 C2Q Q9550 2.83 12MB/1333FSB,4GB (2x2GB)DDR2-800 ECC, no graphics,500GB SATA 3Gb/s NCQ,DVDRW,laser scroll mouse, keyboard,1394a, WXPPRus+Vista (KK504EA#ACB)",,11536,11424
,206078,"ПК HP 400 Pro SFF Pentium G3220,4GB DDR3-1600 DIMM (1x4GB),500GB 7200 RPM 3.5 HDD,SuperMulti DVDRW,USB kbd+mouse,FreeDOS,1-1-1 Wty (D5S19EA#ACB)",1,"26521,04",26264
,206083,"ПК HP 400 Pro SFF Pentium G3220,4GB DDR3-1600 DIMM (1x4GB),500GB 7200 RPM 3.5 HDD,SuperMulti DVDRW,USB kbd+mouse,Win7Pro(64-bit)+Win8.1Pro(64-bit),1-1-1 Wty (D5S20EA#ACB)",1,"34885,2","34546,96"
,206087,"ПК HP 400 Pro SFF Core i3-4130,4GB DDR3-1600 DIMM (1x4GB),500GB 7200 RPM 3.5 HDD,SuperMulti DVDRW,USB kbd+mouse,Win7Pro(64-bit)+Win8.1Pro(64-bit),1-1-1 Wty (D5S21EA#ACB)",1,"39371,92","38989,44"
,206091,"ПК HP 400 Pro SFF Core i5-4570,4GB DDR3-1600 DIMM (1x4GB),500GB 7200 RPM 3.5 HDD,SuperMulti DVDRW,USB kbd+mouse,Win7Pro(64-bit)+Win8.1Pro(64-bit),1-1-1 Wty (D5T97EA#ACB)",1,"44443,28","44011,52"
,201123,"ПК HP Z230SFF Xeon E3-1225v3, 4GB(2x2GB)DDR3-1600 ECC, 500GB SATA 7200 HDD, DVDRW, Intel HD P4600, laser mouse, no keyboard, CardReader, Win8Pro 64 downgrade to Win7Pro 64 (WM564EA#ACB)",1,"41656,72","41251,84"
